State,City,RDID,Candidate Name,Candidate Party,Candidate Office,Full Office Name,Electoral District,Number Elected,OCDID,Sex,Race
CA,San Diego,RDcitycand0274,Georgette Gomez,Nonpartisan,San Diego City Council Member,San Diego City Council Member District 9,San Diego CA city council district 9,1,ocd-division/country:us/state:ca/place:san_diego/council_district:9,Female,Hispanic or Latino
CA,San Diego,RDcitycand0275,Ricardo Flores,Nonpartisan,San Diego City Council Member,San Diego City Council Member District 9,San Diego CA city council district 9,1,ocd-division/country:us/state:ca/place:san_diego/council_district:9,Male,White
CA,San Diego,RDcitycand0276,Mara Elliott,Nonpartisan,San Diego City Attorney,San Diego City Attorney,San Diego city,1,ocd-division/country:us/state:ca/place:san_diego,Female,White
CA,San Diego,RDcitycand0277,Robert Hickey,Nonpartisan,San Diego City Attorney,San Diego City Attorney,San Diego city,1,ocd-division/country:us/state:ca/place:san_diego,Male,White
CA,San Jose,RDcitycand0278,Sergio Jimenez,Nonpartisan,San Jose City Council Member,San Jose City Council Member District 2,San Jose CA city council district 2,1,ocd-division/country:us/state:ca/place:san_jose/council_district:2,Male,Hispanic or Latino
CA,San Jose,RDcitycand0279,Steve Brown,Nonpartisan,San Jose City Council Member,San Jose City Council Member District 2,San Jose CA city council district 2,1,ocd-division/country:us/state:ca/place:san_jose/council_district:2,Male,Black or African-American
CA,San Jose,RDcitycand0280,"Devora ""Dev"" Joan Davis",Nonpartisan,San Jose City Council Member,San Jose City Council Member District 6,San Jose CA city council district 6,1,ocd-division/country:us/state:ca/place:san_jose/council_district:6,Female,White
CA,San Jose,RDcitycand0281,Helen K. Chapman,Nonpartisan,San Jose City Council Member,San Jose City Council Member District 6,San Jose CA city council district 6,1,ocd-division/country:us/state:ca/place:san_jose/council_district:6,Female,White
CA,San Jose,RDcitycand0282,Jimmy Nguyen,Nonpartisan,San Jose City Council Member,San Jose City Council Member District 8,San Jose CA city council district 8,1,ocd-division/country:us/state:ca/place:san_jose/council_district:8,Male,Asian American or Pacific Islander
CA,San Jose,RDcitycand0283,Sylvia Arenas,Nonpartisan,San Jose City Council Member,San Jose City Council Member District 8,San Jose CA city council district 8,1,ocd-division/country:us/state:ca/place:san_jose/council_district:8,Female,Hispanic or Latino
CA,Santa Ana,RDcitycand0284,Benjamin Vazquez,Nonpartisan,Santa Ana City Mayor,Santa Ana City Mayor,Santa Ana city,1,ocd-division/country:us/state:ca/place:santa_ana,Male,Hispanic or Latino
CA,Santa Ana,RDcitycand0285,Miguel A. Pulido,Nonpartisan,Santa Ana City Mayor,Santa Ana City Mayor,Santa Ana city,1,ocd-division/country:us/state:ca/place:santa_ana,Male,Hispanic or Latino
CA,Santa Ana,RDcitycand0286,Steve Rocco,Nonpartisan,Santa Ana City Mayor,Santa Ana City Mayor,Santa Ana city,1,ocd-division/country:us/state:ca/place:santa_ana,Male,White
CA,Santa Ana,RDcitycand0287,Jessica B. Cha,Nonpartisan,Santa Ana City Council Member,Santa Ana City Council Member Ward 1,Santa Ana city,1,ocd-division/country:us/state:ca/place:santa_ana,Female,Asian American or Pacific Islander
CA,Santa Ana,RDcitycand0288,Vicente Sarmiento,Nonpartisan,Santa Ana City Council Member,Santa Ana City Council Member Ward 1,Santa Ana city,1,ocd-division/country:us/state:ca/place:santa_ana,Male,Hispanic or Latino
CA,Santa Ana,RDcitycand0289,Ana Urzua Alcaraz,Nonpartisan,Santa Ana City Council Member,Santa Ana City Council Member Ward 3,Santa Ana city,1,ocd-division/country:us/state:ca/place:santa_ana,Female,Hispanic or Latino
CA,Santa Ana,RDcitycand0290,David De Leon,Nonpartisan,Santa Ana City Council Member,Santa Ana City Council Member Ward 3,Santa Ana city,1,ocd-division/country:us/state:ca/place:santa_ana,Male,Hispanic or Latino
CA,Santa Ana,RDcitycand0291,Jose Solorio,Nonpartisan,Santa Ana City Council Member,Santa Ana City Council Member Ward 3,Santa Ana city,1,ocd-division/country:us/state:ca/place:santa_ana,Male,Hispanic or Latino
CA,Santa Ana,RDcitycand0292,Joshua Mauras,Nonpartisan,Santa Ana City Council Member,Santa Ana City Council Member Ward 3,Santa Ana city,1,ocd-division/country:us/state:ca/place:santa_ana,Male,White
CA,Santa Ana,RDcitycand0293,Juve Dan Pinedo,Nonpartisan,Santa Ana City Council Member,Santa Ana City Council Member Ward 3,Santa Ana city,1,ocd-division/country:us/state:ca/place:santa_ana,Male,Hispanic or Latino
CA,Santa Ana,RDcitycand0294,"Patrick D. ""Mr Patrick"" Yrarrazaval-Correa",Nonpartisan,Santa Ana City Council Member,Santa Ana City Council Member Ward 3,Santa Ana city,1,ocd-division/country:us/state:ca/place:santa_ana,Male,Hispanic or Latino
CA,Santa Ana,RDcitycand0295,Shane Ramon Barrows,Nonpartisan,Santa Ana City Council Member,Santa Ana City Council Member Ward 3,Santa Ana city,1,ocd-division/country:us/state:ca/place:santa_ana,Male,Hispanic or Latino
CA,Santa Ana,RDcitycand0296,Juan Villegas,Nonpartisan,Santa Ana City Council Member,Santa Ana City Council Member Ward 5,Santa Ana city,1,ocd-division/country:us/state:ca/place:santa_ana,Male,Hispanic or Latino
CA,Santa Ana,RDcitycand0297,Roman Reyna,Nonpartisan,Santa Ana City Council Member,Santa Ana City Council Member Ward 5,Santa Ana city,1,ocd-division/country:us/state:ca/place:santa_ana,Male,Hispanic or Latino
CA,Santa Clarita,RDcitycand0298,Alan Ferdman,Nonpartisan,Santa Clarita City Council Member,Santa Clarita City Council Member,Santa Clarita city,2,ocd-division/country:us/state:ca/place:santa_clarita,Male,White
CA,Santa Clarita,RDcitycand0299,Bob Kellar,Nonpartisan,Santa Clarita City Council Member,Santa Clarita City Council Member,Santa Clarita city,2,ocd-division/country:us/state:ca/place:santa_clarita,Male,White
CA,Santa Clarita,RDcitycand0300,Brett Haddock,Nonpartisan,Santa Clarita City Council Member,Santa Clarita City Council Member,Santa Clarita city,2,ocd-division/country:us/state:ca/place:santa_clarita,Male,White
CA,Santa Clarita,RDcitycand0301,Cameron Smyth,Nonpartisan,Santa Clarita City Council Member,Santa Clarita City Council Member,Santa Clarita city,2,ocd-division/country:us/state:ca/place:santa_clarita,Male,White
CA,Santa Clarita,RDcitycand0302,David Ruelas,Nonpartisan,Santa Clarita City Council Member,Santa Clarita City Council Member,Santa Clarita city,2,ocd-division/country:us/state:ca/place:santa_clarita,Male,Hispanic or Latino
CA,Santa Clarita,RDcitycand0303,Kenneth Dean,Nonpartisan,Santa Clarita City Council Member,Santa Clarita City Council Member,Santa Clarita city,2,ocd-division/country:us/state:ca/place:santa_clarita,Male,White
CA,Santa Clarita,RDcitycand0304,Mark White,Nonpartisan,Santa Clarita City Council Member,Santa Clarita City Council Member,Santa Clarita city,2,ocd-division/country:us/state:ca/place:santa_clarita,Male,White
CA,Santa Clarita,RDcitycand0305,Matthew J. Hargett,Nonpartisan,Santa Clarita City Council Member,Santa Clarita City Council Member,Santa Clarita city,2,ocd-division/country:us/state:ca/place:santa_clarita,Male,White
CA,Santa Clarita,RDcitycand0306,Paul J. Wieczorek,Nonpartisan,Santa Clarita City Council Member,Santa Clarita City Council Member,Santa Clarita city,2,ocd-division/country:us/state:ca/place:santa_clarita,Male,White
CA,Santa Clarita,RDcitycand0307,Sandra L. Nichols,Nonpartisan,Santa Clarita City Council Member,Santa Clarita City Council Member,Santa Clarita city,2,ocd-division/country:us/state:ca/place:santa_clarita,Male,White
CA,Santa Clarita,RDcitycand0308,Timben Boydston,Nonpartisan,Santa Clarita City Council Member,Santa Clarita City Council Member,Santa Clarita city,2,ocd-division/country:us/state:ca/place:santa_clarita,Male,White
CA,Santa Rosa,RDcitycand0309,Brandi Asker,Nonpartisan,Santa Rosa City Council Member,Santa Rosa City Council Member,Santa Rosa city,4,ocd-division/country:us/state:ca/place:santa_rosa,Female,White
CA,Santa Rosa,RDcitycand0310,Chris Rogers,Nonpartisan,Santa Rosa City Council Member,Santa Rosa City Council Member,Santa Rosa city,4,ocd-division/country:us/state:ca/place:santa_rosa,Male,White
CA,Santa Rosa,RDcitycand0311,Don Taylor,Nonpartisan,Santa Rosa City Council Member,Santa Rosa City Council Member,Santa Rosa city,4,ocd-division/country:us/state:ca/place:santa_rosa,Male,White
CA,Santa Rosa,RDcitycand0312,Ernesto Olivares,Nonpartisan,Santa Rosa City Council Member,Santa Rosa City Council Member,Santa Rosa city,4,ocd-division/country:us/state:ca/place:santa_rosa,Male,Hispanic or Latino
CA,Santa Rosa,RDcitycand0313,Jack Tibbetts,Nonpartisan,Santa Rosa City Council Member,Santa Rosa City Council Member,Santa Rosa city,4,ocd-division/country:us/state:ca/place:santa_rosa,Male,White
CA,Santa Rosa,RDcitycand0314,Julie Combs,Nonpartisan,Santa Rosa City Council Member,Santa Rosa City Council Member,Santa Rosa city,4,ocd-division/country:us/state:ca/place:santa_rosa,Female,White
CA,Stockton,RDcitycand0315,Dan Wright,Nonpartisan,Stockton City Council Member,Stockton City Council Member District 2,Stockton CA City Council district 2,1,ocd-division/country:us/state:ca/place:stockton/council_district:2,Male,White
CA,Stockton,RDcitycand0316,Steve Colangelo,Nonpartisan,Stockton City Council Member,Stockton City Council Member District 2,Stockton CA City Council district 2,1,ocd-division/country:us/state:ca/place:stockton/council_district:2,Male,White
CA,Stockton,RDcitycand0317,Susan Lenz,Nonpartisan,Stockton City Council Member,Stockton City Council Member District 4,Stockton CA City Council district 4,1,ocd-division/country:us/state:ca/place:stockton/council_district:4,Female,White
CA,Stockton,RDcitycand0318,Michael Blower,Nonpartisan,Stockton City Council Member,Stockton City Council Member District 4,Stockton CA City Council district 4,1,ocd-division/country:us/state:ca/place:stockton/council_district:4,Male,White
CA,Stockton,RDcitycand0319,Jesus Andrade,Nonpartisan,Stockton City Council Member,Stockton City Council Member District 6,Stockton CA City Council district 6,1,ocd-division/country:us/state:ca/place:stockton/council_district:6,Male,Black or African American
CA,Stockton,RDcitycand0320,Sam Fant,Nonpartisan,Stockton City Council Member,Stockton City Council Member District 6,Stockton CA City Council district 6,1,ocd-division/country:us/state:ca/place:stockton/council_district:6,Male,Black or African-American
CA,Stockton,RDcitycand0321,Anthony Ray Silva,Nonpartisan,Stockton Mayor,Stockton Mayor,Stockton city,1,ocd-division/country:us/state:ca/place:stockton,Male,Hispanic or Latino
CA,Stockton,RDcitycand0322,Michael Tubbs,Nonpartisan,Stockton Mayor,Stockton Mayor,Stockton city,1,ocd-division/country:us/state:ca/place:stockton,Male,Black or African American
CT,Bridgeport,RDcitycand0323,Linda A. Grace,Republican Party,Bridgeport Registrar of Voters,Bridgeport Registrar of Voters,Bridgeport city,1,ocd-division/country:us/state:ct/place:bridgeport,Female ,White
CT,Bridgeport,RDcitycand0324,Rosa J. Correa,,Bridgeport Registrar of Voters,Bridgeport Registrar of Voters,Bridgeport city,1,ocd-division/country:us/state:ct/place:bridgeport,Female ,Hispanic or Latino
CT,Bridgeport,RDcitycand0325,Santa Ines Ayala,Democratic Party,Bridgeport Registrar of Voters,Bridgeport Registrar of Voters,Bridgeport city,1,ocd-division/country:us/state:ct/place:bridgeport,Female ,Hispanic or Latino
CT,New Haven,RDcitycand0326,Delores M. Knight,Republican Party,New Haven Registrar of Voters,New Haven Registrar of Voters,New Haven city,1,ocd-division/country:us/state:ct/place:new_haven,Female ,Unknown
CT,New Haven,RDcitycand0327,Shannel Evans,Democratic Party,New Haven Registrar of Voters,New Haven Registrar of Voters,New Haven city,1,ocd-division/country:us/state:ct/place:new_haven,Female ,Black or African-American
DE,Wilmington,RDcitycand0328,Velda Jones-Potter,Democratic,Wilmington City Treasurer,Wilmington City Treasurer,Wilmington city,1,ocd-division/country:us/state:de/place:wilmington,Female,Black or African-American
DE,Wilmington,RDcitycand0329,Steven Washington,Independent Party of Delaware,Wilmington Mayor,Wilmington Mayor,Wilmington city,1,ocd-division/country:us/state:de/place:wilmington,Male,Black or African-American
DE,Wilmington,RDcitycand0330,Michael S Purzycki,Democratic,Wilmington Mayor,Wilmington Mayor,Wilmington city,1,ocd-division/country:us/state:de/place:wilmington,Male,White
DE,Wilmington,RDcitycand0331,Robert F Martin,Republican,Wilmington Mayor,Wilmington Mayor,Wilmington city,1,ocd-division/country:us/state:de/place:wilmington,Male,Black or African-American
DE,Wilmington,RDcitycand0332,K Emmanuel Magruder,Independent Party of Delaware,Wilmington City Council Member,Wilmington City Council Member At-Large,Wilmington city,1,ocd-division/country:us/state:de/place:wilmington,Male,Black or African-American
DE,Wilmington,RDcitycand0333,Hanifa Shabazz,Democratic,Wilmington City Council Member,Wilmington City Council Member President,Wilmington city,1,ocd-division/country:us/state:de/place:wilmington,Female,Black or African-American
DE,Wilmington,RDcitycand0334,Ciro Adams,Republican,Wilmington City Council Member,Wilmington City Council Member At-Large,Wilmington city,3,ocd-division/country:us/state:de/place:wilmington,Male,White
DE,Wilmington,RDcitycand0335,Loretta Walsh,Democratic,Wilmington City Council Member,Wilmington City Council Member At-Large,Wilmington city,3,ocd-division/country:us/state:de/place:wilmington,Female,White
DE,Wilmington,RDcitycand0336,Rysheema Dixon,Democratic,Wilmington City Council Member,Wilmington City Council Member At-Large,Wilmington city,0,ocd-division/country:us/state:de/place:wilmington,Female,Black or African-American
DE,Wilmington,RDcitycand0337,Samuel L. Guy,Democratic,Wilmington City Council Member,Wilmington City Council Member At-Large,Wilmington city,0,ocd-division/country:us/state:de/place:wilmington,Male,Black or African-American
DE,Wilmington,RDcitycand0338,Benjamin Cohen,Republican,Wilmington City Council Member,Wilmington City Council Member At-Large,Wilmington city,0,ocd-division/country:us/state:de/place:wilmington,Male,White
DE,Wilmington,RDcitycand0339,Robert Keesler,Republican,Wilmington City Council Member,Wilmington City Council Member At-Large,Wilmington city,0,ocd-division/country:us/state:de/place:wilmington,Male,White
DE,Wilmington,RDcitycand0340,Nnamdi O Chukwuocha,Democratic,Wilmington City Council Member,Wilmington City Council Member District 1,Wilmington DE city council district 1,1,ocd-division/country:us/state:de/place:wilmington/council_district:1,Male,Black or African-American
DE,Wilmington,RDcitycand0341,Ernest Congo II,Democratic,Wilmington City Council Member,Wilmington City Council Member District 2,Wilmington DE city council district 2,1,ocd-division/country:us/state:de/place:wilmington/council_district:2,Male,Black or African-American
DE,Wilmington,RDcitycand0342,Scott Spencer,Republican,Wilmington City Council Member,Wilmington City Council Member District 2,Wilmington DE city council district 2,0,ocd-division/country:us/state:de/place:wilmington/council_district:2,Male,White
DE,Wilmington,RDcitycand0343,Zanthia Oliver,Democratic,Wilmington City Council Member,Wilmington City Council Member District 3,Wilmington DE city council district 3,1,ocd-division/country:us/state:de/place:wilmington/council_district:3,Female,Black or African-American
DE,Wilmington,RDcitycand0344,Michelle Harlee,Democratic,Wilmington City Council Member,Wilmington City Council Member District 4,Wilmington DE city council district 4,1,ocd-division/country:us/state:de/place:wilmington/council_district:4,Female,Black or African-American
DE,Wilmington,RDcitycand0345,Nadine M Frost,Libertarian,Wilmington City Council Member,Wilmington City Council Member District 5,Wilmington DE city council district 5,1,ocd-division/country:us/state:de/place:wilmington/council_district:5,Female ,White
DE,Wilmington,RDcitycand0346,Vashun Turner,Democratic,Wilmington City Council Member,Wilmington City Council Member District 5,Wilmington DE city council district 5,1,ocd-division/country:us/state:de/place:wilmington/council_district:5,Male,Black or African-American
DE,Wilmington,RDcitycand0347,Yolanda McCoy,Democratic,Wilmington City Council Member,Wilmington City Council Member District 6,Wilmington DE city council district 6,1,ocd-division/country:us/state:de/place:wilmington/council_district:6,Female,Black or African-American
DE,Wilmington,RDcitycand0348,Robert A Williams,Democratic,Wilmington City Council Member,Wilmington City Council Member District 7,Wilmington DE city council district 7,1,ocd-division/country:us/state:de/place:wilmington/council_district:7,Male,White
DE,Wilmington,RDcitycand0349,Charles M Freel,Democratic,Wilmington City Council Member,Wilmington City Council Member District 8,Wilmington DE city council district 8,1,ocd-division/country:us/state:de/place:wilmington/council_district:8,Male,White
FL,Hollywood,RDcitycand0350,Eleanor Sobel,Nonpartisan,Hollywood Mayor,Hollywood Mayor,Hollywood city,1,ocd-division/country:us/state:fl/place:hollywood,Female ,White
FL,Hollywood,RDcitycand0351,Joshua Levy,Nonpartisan,Hollywood Mayor,Hollywood Mayor,Hollywood city,1,ocd-division/country:us/state:fl/place:hollywood,Male,White
FL,Hollywood,RDcitycand0352,Orlando Raez,Nonpartisan,Hollywood Mayor,Hollywood Mayor,Hollywood city,1,ocd-division/country:us/state:fl/place:hollywood,Male,Hispanic or Latino
FL,Hollywood,RDcitycand0353,Patricia Asseff,Nonpartisan,Hollywood Mayor,Hollywood Mayor,Hollywood city,1,ocd-division/country:us/state:fl/place:hollywood,Female ,White
FL,Hollywood,RDcitycand0354,Debra A Case,Nonpartisan,Hollywood City Commissioner,Hollywood City Commissioner District 1,Hollywood FL city council district 1,1,ocd-division/country:us/state:fl/place:hollywood/council_district:1,Female,White
FL,Hollywood,RDcitycand0355,Itzhack Feldman,Nonpartisan,Hollywood City Commissioner,Hollywood City Commissioner District 1,Hollywood FL city council district 1,1,ocd-division/country:us/state:fl/place:hollywood/council_district:1,Male,White
FL,Hollywood,RDcitycand0356,Luis Humberto Prada,Nonpartisan,Hollywood City Commissioner,Hollywood City Commissioner District 1,Hollywood FL city council district 1,1,ocd-division/country:us/state:fl/place:hollywood/council_district:1,Male,Hispanic or Latino
FL,Hollywood,RDcitycand0357,Stacey North Kotzen,Nonpartisan,Hollywood City Commissioner,Hollywood City Commissioner District 1,Hollywood FL city council district 1,1,ocd-division/country:us/state:fl/place:hollywood/council_district:1,Female ,White
FL,Hollywood,RDcitycand0358,"Victor P. Debianchi, Jr.",Nonpartisan,Hollywood City Commissioner,Hollywood City Commissioner District 1,Hollywood FL city council district 1,1,ocd-division/country:us/state:fl/place:hollywood/council_district:1,Male,White
FL,Hollywood,RDcitycand0359,Maria Jackson,Nonpartisan,Hollywood City Commissioner,Hollywood City Commissioner District 2,Hollywood FL city council district 2,1,ocd-division/country:us/state:fl/place:hollywood/council_district:2,Female ,Hispanic or Latino
FL,Hollywood,RDcitycand0360,Peter D. Hernandez,Nonpartisan,Hollywood City Commissioner,Hollywood City Commissioner District 2,Hollywood FL city council district 2,1,ocd-division/country:us/state:fl/place:hollywood/council_district:2,Male,Hispanic or Latino
FL,Hollywood,RDcitycand0361,Timothy Burton,Nonpartisan,Hollywood City Commissioner,Hollywood City Commissioner District 2,Hollywood FL city council district 2,1,ocd-division/country:us/state:fl/place:hollywood/council_district:2,Male,Black or African-American
FL,Hollywood,RDcitycand0362,Barry Faske,Nonpartisan,Hollywood City Commissioner,Hollywood City Commissioner District 4,Hollywood FL city council district 4,1,ocd-division/country:us/state:fl/place:hollywood/council_district:4,Male,White
FL,Hollywood,RDcitycand0363,Richard S. Blattner,Nonpartisan,Hollywood City Commissioner,Hollywood City Commissioner District 4,Hollywood FL city council district 4,1,ocd-division/country:us/state:fl/place:hollywood/council_district:4,Male,White
FL,Hollywood,RDcitycand0364,E. Jeffrey Ladner,Nonpartisan,Hollywood City Commissioner,Hollywood City Commissioner District 6,Hollywood FL city council district 6,1,ocd-division/country:us/state:fl/place:hollywood/council_district:6,Male,White
FL,Hollywood,RDcitycand0365,Linda Sherwood,Nonpartisan,Hollywood City Commissioner,Hollywood City Commissioner District 6,Hollywood FL city council district 6,1,ocd-division/country:us/state:fl/place:hollywood/council_district:6,Female,White
FL,Tallahassee,RDcitycand0366,Scott Maddox,Nonpartisan,Tallahassee City Commissioner,Tallahassee City Commissioner Seat 1,Tallahassee city,1,ocd-division/country:us/state:fl/place:tallahassee,Male,White
FL,Tallahassee,RDcitycand0367,Curtis Richardson,Nonpartisan,Tallahassee City Commissioner,Tallahassee City Commissioner Seat 2,Tallahassee city,1,ocd-division/country:us/state:fl/place:tallahassee,Male,Black or African-American
FL,Tampa,RDcitycand0368,Avis Simone Harrison,Nonpartisan,Tampa City Council Member,Tampa City Council Member District 7,Tampa FL city council district 7,1,ocd-division/country:us/state:fl/place:tampa/council_district:7,Female ,Black or African-American
FL,Tampa,RDcitycand0369,Cyril Spiro,Nonpartisan,Tampa City Council Member,Tampa City Council Member District 7,Tampa FL city council district 7,1,ocd-division/country:us/state:fl/place:tampa/council_district:7,Male,White
FL,Tampa,RDcitycand0370,Gene Siudut,Nonpartisan,Tampa City Council Member,Tampa City Council Member District 7,Tampa FL city council district 7,1,ocd-division/country:us/state:fl/place:tampa/council_district:7,Male,White
FL,Tampa,RDcitycand0371,Jim Davison,Nonpartisan,Tampa City Council Member,Tampa City Council Member District 7,Tampa FL city council district 7,1,ocd-division/country:us/state:fl/place:tampa/council_district:7,Male,White
FL,Tampa,RDcitycand0372,Luis Viera,Nonpartisan,Tampa City Council Member,Tampa City Council Member District 7,Tampa FL city council district 7,1,ocd-division/country:us/state:fl/place:tampa/council_district:7,Male,Hispanic or Latino
FL,Tampa,RDcitycand0373,Orlando Guedes,Nonpartisan,Tampa City Council Member,Tampa City Council Member District 7,Tampa FL city council district 7,1,ocd-division/country:us/state:fl/place:tampa/council_district:7,Male,Black or African-American
KY,Lexington,RDcitycand0374,James Brown,Nonpartisan,Lexington Urban County Council Member,Lexington Urban County Council Member District 1,Lexington-Fayette Urban County Government district 1,1,ocd-division/country:us/state:ky/county:fayette/council_district:1,Male,Black or African-American
KY,Lexington,RDcitycand0375,Amanda Mays Bledsoe,Nonpartisan,Lexington Urban County Council Member,Lexington Urban County Council Member District 10,Lexington-Fayette Urban County Government district 10,1,ocd-division/country:us/state:ky/county:fayette/council_district:10,Female ,White
KY,Lexington,RDcitycand0376,Peggy Henson,Nonpartisan,Lexington Urban County Council Member,Lexington Urban County Council Member District 11,Lexington-Fayette Urban County Government district 11,1,ocd-division/country:us/state:ky/county:fayette/council_district:11,Female ,White
KY,Lexington,RDcitycand0377,Kathy Plomin,Nonpartisan,Lexington Urban County Council Member,Lexington Urban County Council Member District 12,Lexington-Fayette Urban County Government district 12,1,ocd-division/country:us/state:ky/county:fayette/council_district:12,Female ,White
KY,Lexington,RDcitycand0378,Russ Hensley,Nonpartisan,Lexington Urban County Council Member,Lexington Urban County Council Member District 12,Lexington-Fayette Urban County Government district 12,1,ocd-division/country:us/state:ky/county:fayette/council_district:12,Male,White
KY,Lexington,RDcitycand0379,Sasha Love Higgins,Nonpartisan,Lexington Urban County Council Member,Lexington Urban County Council Member District 2,Lexington-Fayette Urban County Government district 2,1,ocd-division/country:us/state:ky/county:fayette/council_district:2,Female ,Black or African-American
KY,Lexington,RDcitycand0380,Shevawn Akers,Nonpartisan,Lexington Urban County Council Member,Lexington Urban County Council Member District 2,Lexington-Fayette Urban County Government district 2,1,ocd-division/country:us/state:ky/county:fayette/council_district:2,Female ,White
KY,Lexington,RDcitycand0381,"J. ""Jake"" Gibbs",Nonpartisan,Lexington Urban County Council Member,Lexington Urban County Council Member District 3,Lexington-Fayette Urban County Government district 3,1,ocd-division/country:us/state:ky/county:fayette/council_district:3,Male,White
KY,Lexington,RDcitycand0382,Barry Saturday,Nonpartisan,Lexington Urban County Council Member,Lexington Urban County Council Member District 4,Lexington-Fayette Urban County Government district 4,1,ocd-division/country:us/state:ky/county:fayette/council_district:4,Male,White
KY,Lexington,RDcitycand0383,Susan Lamb,Nonpartisan,Lexington Urban County Council Member,Lexington Urban County Council Member District 4,Lexington-Fayette Urban County Government district 4,1,ocd-division/country:us/state:ky/county:fayette/council_district:4,Female ,White
KY,Lexington,RDcitycand0384,"Bill Farmer, Jr",Nonpartisan,Lexington Urban County Council Member,Lexington Urban County Council Member District 5,Lexington-Fayette Urban County Government district 5,1,ocd-division/country:us/state:ky/county:fayette/council_district:5,Male,White
KY,Lexington,RDcitycand0385,Angela Evans,Nonpartisan,Lexington Urban County Council Member,Lexington Urban County Council Member District 6,Lexington-Fayette Urban County Government district 6,1,ocd-division/country:us/state:ky/county:fayette/council_district:6,Female ,Black or African-American
KY,Lexington,RDcitycand0386,Jennifer Scutchfield,Nonpartisan,Lexington Urban County Council Member,Lexington Urban County Council Member District 7,Lexington-Fayette Urban County Government district 7,1,ocd-division/country:us/state:ky/county:fayette/council_district:7,Female ,White
KY,Lexington,RDcitycand0387,Fred V. Brown,Nonpartisan,Lexington Urban County Council Member,Lexington Urban County Council Member District 8,Lexington-Fayette Urban County Government district 8,1,ocd-division/country:us/state:ky/county:fayette/council_district:8,Male,White
KY,Lexington,RDcitycand0388,Jennifer Mossotti,Nonpartisan,Lexington Urban County Council Member,Lexington Urban County Council Member District 9,Lexington-Fayette Urban County Government district 9,1,ocd-division/country:us/state:ky/county:fayette/council_district:9,Female ,White
MI,Detroit,RDcitycand0389,David Alexander Bullock,,Detroit City Council Member,Detroit City Council Member At Large Partial Term Ending 01/01/2018,Detroit city,0,ocd-division/country:us/state:mi/place:detroit,Male,Black or African-American
MI,Detroit,RDcitycand0390,Janee Ayers,,Detroit City Council Member,Detroit City Council Member At Large Partial Term Ending 01/01/2018,Detroit city,0,ocd-division/country:us/state:mi/place:detroit,Female,Black or African-American
NC,Winston-Salem,RDcitycand0391,Allen Joines,Democratic,Winston-Salem Mayor,Winston-Salem Mayor,Winston-Salem city,1,ocd-division/country:us/state:nc/place:winston-salem,Male,White
NC,Winston-Salem,RDcitycand0392,Derwin L. Montgomery,Democratic,Winston-Salem City Council Member,Winston-Salem City Council Member Ward East,Winston-Salem NC city council east district,1,ocd-division/country:us/state:nc/place:winston-salem/ward:east,Male,Black or African-American
NC,Winston-Salem,RDcitycand0393,Denise (D.D.) Adams,Democratic,Winston-Salem City Council Member,Winston-Salem City Council Member Ward North,Winston-Salem NC city council north district,1,ocd-division/country:us/state:nc/place:winston-salem/ward:north,Female,Black or African-American
NC,Winston-Salem,RDcitycand0394,Vivian H. Burke,Democratic,Winston Salem City Council Member,Winston Salem City Council Member Ward Northeast,Winston-Salem NC city council northeast district,1,ocd-division/country:us/state:nc/place:winston-salem/ward:northeast,Female,Black or African-American
NC,Winston-Salem,RDcitycand0395,Jeff MacIntosh,Democratic,Winston-Salem City Council Member,Winston-Salem City Council Member Ward Northwest,Winston-Salem NC city council northwest district,1,ocd-division/country:us/state:nc/place:winston-salem/ward:northwest,Male,White
NC,Winston-Salem,RDcitycand0396,Eric Henderson,Republican,Winston Salem City Council Member,Winston Salem City Council Member Ward Northwest,Winston-Salem NC city council northwest district,1,ocd-division/country:us/state:nc/place:winston-salem/ward:northwest,Male,White
NC,Winston-Salem,RDcitycand0397,Michael Tyler,Republican,Winston-Salem City Council Member,Oakland Charter Township Library Board Director,Winston-Salem NC city council south district,1,ocd-division/country:us/state:nc/place:winston-salem/ward:south,Male,White
NC,Winston-Salem,RDcitycand0398,John Larson,Democratic,Winston Salem City Council Member,Winston Salem City Council Member Ward South,Winston-Salem NC city council south district,1,ocd-division/country:us/state:nc/place:winston-salem/ward:south,Male,White
NC,Winston-Salem,RDcitycand0399,James Taylor,Democratic,Winston-Salem City Council Member,Winston-Salem City Council Member Ward Southeast,Winston-Salem NC city council southeast district,1,ocd-division/country:us/state:nc/place:winston-salem/ward:southeast,Female,Black or African-American
NC,Winston-Salem,RDcitycand0400,Dan Besse,Democratic,Winston-Salem City Council Member,Winston-Salem City Council Member Ward Southwest,Winston-Salem NC city council southwest district,1,ocd-division/country:us/state:nc/place:winston-salem/ward:southwest,Male,White
NC,Winston-Salem,RDcitycand0401,Robert Clark,Republican,Winston-Salem City Council Member,Taylor County School District Board of Education Member District 5,Winston-Salem NC city council west district,1,ocd-division/country:us/state:nc/place:winston-salem/ward:west,Male,White
NJ,Elizabeth,RDcitycand0402,Chris Bollwage,Democratic,Elizabeth city Mayor,Elizabeth city Mayor,Elizabeth city,1,ocd-division/country:us/state:nj/place:elizabeth,Male,White
