FIPS,State,County,State_init,county_plus_init,total_detained,ICE_custody,No_ICE_custody,pct_ice,clinton,pct_clinton,trump,johnson,ind_cand,mcmullin,total_votes,turnout,people,tot_inc_amt,inc_per_person
01051,Alabama,Elmore County,AL,"Elmore County, AL",89.0,55.0,34.0,0.6179775280898876,8443.0,0.22659688674181427,27634.0,738.0,1183.0,0.0,37260.0,0.6273783465229836,59390.0,1861249.0,31.33943424818993
01053,Alabama,Escambia County,AL,"Escambia County, AL",26.0,9.0,17.0,0.34615384615384615,4605.0,0.3102054563826204,9935.0,188.0,305.0,0.0,14845.0,0.5794301327088213,25620.0,634090.0,24.749804839968775
01055,Alabama,Etowah County,AL,"Etowah County, AL",413.0,273.0,140.0,0.6610169491525424,10442.0,0.2364369169459288,32353.0,835.0,1369.0,0.0,44164.0,0.6238734284503461,70790.0,1861428.0,26.29506992513067
01057,Alabama,Fayette County,AL,"Fayette County, AL",5.0,3.0,2.0,0.6,1362.0,0.165110922536065,6712.0,109.0,175.0,0.0,8249.0,0.7680633147113594,10740.0,265021.0,24.67607076350093
01059,Alabama,Franklin County,AL,"Franklin County, AL",87.0,5.0,82.0,0.05747126436781609,2197.0,0.18247508305647842,9466.0,238.0,377.0,0.0,12040.0,0.5086607520067596,23670.0,490665.0,20.729404309252217
01061,Alabama,Geneva County,AL,"Geneva County, AL",61.0,48.0,13.0,0.7868852459016393,1525.0,0.12969892838918184,9994.0,149.0,239.0,0.0,11758.0,0.6776945244956772,17350.0,402757.0,23.213659942363112
01065,Alabama,Hale County,AL,"Hale County, AL",46.0,18.0,28.0,0.391304347826087,4775.0,0.5939054726368159,3173.0,54.0,92.0,0.0,8040.0,0.6761984861227922,11890.0,236335.0,19.876787216148024
01067,Alabama,Henry County,AL,"Henry County, AL",13.0,8.0,5.0,0.6153846153846154,2292.0,0.2839444995044599,5632.0,91.0,148.0,0.0,8072.0,0.6737896494156929,11980.0,310374.0,25.907679465776294
01069,Alabama,Houston County,AL,"Houston County, AL",187.0,109.0,78.0,0.5828877005347594,10664.0,0.25009967400736416,30728.0,779.0,1247.0,0.0,42639.0,0.5550507680291591,76820.0,2285350.0,29.749414215048166
01071,Alabama,Jackson County,AL,"Jackson County, AL",123.0,23.0,100.0,0.18699186991869918,3673.0,0.17503812428516966,16672.0,393.0,639.0,0.0,20984.0,0.5995428571428572,35000.0,942180.0,26.919428571428572
01073,Alabama,Jefferson County,AL,"Jefferson County, AL",508.0,41.0,467.0,0.08070866141732283,156873.0,0.5157055928676391,134768.0,6645.0,12550.0,0.0,304191.0,0.596219129753038,510200.0,18996833.0,37.234090552724425
01075,Alabama,Lamar County,AL,"Lamar County, AL",6.0,3.0,3.0,0.5,1036.0,0.14872236577662934,5823.0,62.0,107.0,0.0,6966.0,0.7638157894736842,9120.0,220494.0,24.176973684210527
01077,Alabama,Lauderdale County,AL,"Lauderdale County, AL",91.0,35.0,56.0,0.38461538461538464,9952.0,0.25179000632511067,27899.0,987.0,1674.0,0.0,39525.0,0.6505102040816326,60760.0,2018596.0,33.22244897959184
01079,Alabama,Lawrence County,AL,"Lawrence County, AL",32.0,8.0,24.0,0.25,3627.0,0.24458830669633824,10833.0,250.0,369.0,0.0,14829.0,0.6576053215077605,22550.0,606944.0,26.915476718403546
01081,Alabama,Lee County,AL,"Lee County, AL",348.0,200.0,148.0,0.5747126436781609,21230.0,0.35866939230626277,34617.0,2030.0,3344.0,0.0,59191.0,0.556986920109156,106270.0,3322649.0,31.266105203726358
01083,Alabama,Limestone County,AL,"Limestone County, AL",356.0,131.0,225.0,0.36797752808988765,9468.0,0.23497294882612796,29067.0,1055.0,1759.0,0.0,40294.0,0.6119987849331713,65840.0,2197232.0,33.3722964763062
01085,Alabama,Lowndes County,AL,"Lowndes County, AL",2.0,1.0,1.0,0.5,4883.0,0.7305505685218432,1751.0,32.0,50.0,0.0,6684.0,0.7095541401273885,9420.0,179974.0,19.10552016985138
01087,Alabama,Macon County,AL,"Macon County, AL",8.0,6.0,2.0,0.75,7566.0,0.8277899343544858,1431.0,69.0,143.0,0.0,9140.0,0.6509971509971509,14040.0,272086.0,19.37934472934473
01089,Alabama,Madison County,AL,"Madison County, AL",664.0,309.0,355.0,0.46536144578313254,62822.0,0.38449344815134434,89520.0,6621.0,11047.0,0.0,163389.0,0.6023113503151841,271270.0,10859408.0,40.03173222250894
01091,Alabama,Marengo County,AL,"Marengo County, AL",1.0,1.0,,1.0,5615.0,0.5107331271602692,5233.0,104.0,146.0,0.0,10994.0,0.7152895250487964,15370.0,373848.0,24.323227065712427
01093,Alabama,Marion County,AL,"Marion County, AL",30.0,6.0,24.0,0.2,1432.0,0.11028958718422674,11274.0,181.0,278.0,0.0,12984.0,0.7079607415485278,18340.0,448211.0,24.438985823336967
01095,Alabama,Marshall County,AL,"Marshall County, AL",431.0,161.0,270.0,0.37354988399071926,4917.0,0.1392286782195039,29233.0,678.0,1166.0,0.0,35316.0,0.4937919463087248,71520.0,1759382.0,24.599860178970918
